ID Заказа,Дата покупки,Дата доставки,Тип доставки,ID Клиента,Имя Клиента,Сегмент,Страна,Город,Штат,Почтовый код,Регион,Сумма,Кол-во,Скидка,Прибыль
CA-2017-161158,5/9/2017,5/13/2017,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,New York City,New York,10024,East,8,5,0,"3,44"
CA-2015-116673,12/15/2015,12/19/2015,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,San Diego,California,92037,West,"6,16",2,0,"1,9712"
CA-2018-105333,11/30/2018,12/4/2018,Standard Class,VP-21730,Victor Preis,Home Office,United States,New York City,New York,10011,East,"899,11",10,0,"170,879"
CA-2016-149993,3/19/2016,3/20/2016,First Class,GA-14725,Guy Armstrong,Consumer,United States,Lancaster,California,93534,West,"10,9",5,0,"3,597"
CA-2015-168158,7/19/2015,7/24/2015,Standard Class,EM-14140,Eugene Moren,Home Office,United States,Great Falls,Montana,59405,West,"6,096",2,"0,2","2,2098"
CA-2017-115224,12/8/2017,12/11/2017,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94110,West,"386,43",5,0,"90,5814"
CA-2015-164742,10/13/2015,10/18/2015,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701,East,"264,92",3,0,"36,5278"
US-2018-108014,11/19/2018,11/25/2018,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Cleveland,Ohio,44105,East,"59,913",7,"0,7","-45,9333"
CA-2018-160325,9/24/2018,9/24/2018,Same Day,BP-11095,Bart Pistole,Corporate,United States,Lawrence,Massachusetts,1841,East,"829,83",5,0,"241,1094"
CA-2016-159779,9/25/2016,9/29/2016,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Concord,New Hampshire,3301,East,"68,62",2,0,"32,2514"
CA-2018-151176,2/13/2018,2/20/2018,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,21215,East,"35,73",6,0,"9,2898"
CA-2015-108903,10/3/2015,10/3/2015,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229,East,"212,952",10,"0,6","5,5236"
CA-2017-117919,8/27/2017,8/29/2017,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,77041,Central,"94,08",6,"0,4","29,034"
CA-2016-142475,12/3/2016,12/7/2016,Standard Class,BS-11380,Bill Stewart,Corporate,United States,New York City,New York,10011,East,"590,352",6,"0,2","206,6232"
CA-2017-134516,9/20/2017,9/25/2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,27405,South,"115,48",3,"0,4","-10,0011"
CA-2018-105193,3/25/2018,3/31/2018,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,10024,East,"11,05",5,0,"2,9835"
CA-2016-168634,12/6/2016,12/11/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Francisco,California,94109,West,"7,78",2,0,"2,0228"
CA-2018-117198,8/31/2018,9/5/2018,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Monroe,Louisiana,71203,South,"659,9",2,0,"217,767"
CA-2016-145828,10/5/2016,10/7/2016,First Class,MB-17305,Maria Bertelson,Consumer,United States,Cincinnati,Ohio,45231,East,"53,04",3,"0,2","-4,641"
CA-2018-121027,8/18/2018,8/22/2018,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98105,West,"2340,06",11,0,"595,74"
CA-2017-147431,2/2/2017,2/7/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,10011,East,"117,96",2,0,"5,898"
CA-2017-158001,8/23/2017,8/27/2017,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10035,East,"1091,44",16,0,"297,6708"
CA-2018-125745,6/30/2018,7/4/2018,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Memphis,Tennessee,38109,South,"19,52",2,"0,2","5,368"
CA-2016-101154,9/18/2016,9/21/2016,First Class,CM-12190,Charlotte Melton,Consumer,United States,San Diego,California,92105,West,"443,92",4,0,"8,8784"
US-2017-124163,9/25/2017,9/30/2017,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601,Central,"773,59",19,0,"243,6661"
CA-2017-121748,10/24/2017,10/28/2017,Second Class,VW-21775,Victoria Wilson,Corporate,United States,Los Angeles,California,90032,West,"459,98",6,0,"42,5988"
CA-2015-126683,9/29/2015,10/1/2015,Second Class,PP-18955,Paul Prost,Home Office,United States,Seattle,Washington,98115,West,"2354,98",11,0,"402,2562"
CA-2018-148810,6/26/2018,7/1/2018,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Miami,Florida,33180,South,"287,424",9,"0,4","-8,9958"
US-2017-146066,8/21/2017,8/23/2017,Second Class,RB-19465,Rick Bensley,Home Office,United States,Philadelphia,Pennsylvania,19143,East,"815,292",9,"0,4","-339,705"
CA-2015-127614,2/11/2015,2/15/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,"1508,13",11,0,"186,7374"
CA-2017-101742,9/23/2017,9/28/2017,Second Class,CR-12580,Clay Rozendal,Home Office,United States,New York City,New York,10009,East,"10,528",7,"0,2","3,6848"
CA-2016-134943,12/5/2016,12/6/2016,First Class,SU-20665,Stephanie Ulpright,Home Office,United States,Ann Arbor,Michigan,48104,Central,"152,8",5,0,"76,4"
CA-2018-123022,9/3/2018,9/8/2018,Standard Class,SC-20050,Sample Company A,Home Office,United States,La Mesa,California,91941,West,"367,53",8,"0,2","114,387"
CA-2018-113208,3/26/2018,4/2/2018,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Dearborn,Michigan,48126,Central,"60,84",3,0,"23,1192"
CA-2015-154893,12/21/2015,12/27/2015,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,"1897,92",9,"0,4","184,908"
CA-2015-147900,9/23/2015,9/28/2015,Standard Class,JK-15640,Jim Kriz,Home Office,United States,Lakewood,Ohio,44107,East,"28,8",9,"0,2","10,08"
CA-2018-106355,4/2/2018,4/5/2018,First Class,AT-10435,Alyssa Tate,Home Office,United States,Meriden,Connecticut,6450,East,"11,12",4,0,"2,8912"
CA-2017-127985,4/1/2017,4/5/2017,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,31907,South,"7,04",4,0,"3,0976"
CA-2016-166604,5/15/2016,5/20/2016,Second Class,AH-10690,Anna Häberlin,Corporate,United States,Roswell,Georgia,30076,South,"17,94",3,0,"8,7906"
CA-2018-120719,3/23/2018,3/26/2018,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98105,West,"34,76",5,"0,2","11,297"
CA-2018-127117,4/14/2018,4/19/2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Morristown,New Jersey,7960,East,"74,45",5,0,"20,1015"
CA-2016-104241,1/4/2016,1/9/2016,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Alexandria,Virginia,22304,South,"192,22",14,0,"69,1992"
CA-2018-168179,11/2/2018,11/7/2018,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Salt Lake City,Utah,84106,West,"19,44",3,0,"9,3312"
CA-2018-142342,7/17/2018,7/19/2018,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,"1295,025",17,"0,15","255,237"
CA-2018-109099,10/6/2018,10/11/2018,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10009,East,"40,99",1,0,"20,0851"
US-2015-134187,11/4/2015,11/11/2015,Standard Class,TH-21235,Tiffany House,Corporate,United States,Long Beach,California,90805,West,"2,94",1,0,"0,7938"
CA-2017-145261,12/18/2017,12/21/2017,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,"610,418",25,"2,2","-298,7024"
CA-2017-108875,9/24/2017,10/1/2017,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Aurora,Colorado,80013,West,"532,496",11,"0,4","-88,319"
CA-2017-141957,7/21/2017,7/21/2017,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055,East,"195,92",12,"1,3","6,1412"
CA-2017-142405,6/11/2017,6/15/2017,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,98103,West,"458,574",19,"0,2","157,006"
CA-2016-141012,6/9/2016,6/11/2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201,West,"495,736",7,"0,2","101,1671"
CA-2018-127922,10/27/2018,11/3/2018,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Dallas,Texas,75081,Central,"24,288",4,"0,4","8,184"
CA-2017-146318,1/22/2017,1/27/2017,Standard Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98105,West,"12,96",2,0,"6,2208"
CA-2015-135993,5/28/2015,6/2/2015,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Seattle,Washington,98115,West,"85,008",10,"0,2","7,9488"
CA-2015-126802,12/29/2015,1/5/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Chicago,Illinois,60610,Central,"38,976",3,"0,6","-50,6688"
CA-2017-143924,7/28/2017,8/3/2017,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Holland,Michigan,49423,Central,"130,36",9,0,"63,0588"
CA-2017-141551,9/24/2017,9/30/2017,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,"12,86",2,0,"6,0452"
CA-2015-164315,4/2/2015,4/8/2015,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605,South,"1220,67",15,0,"341,3824"
CA-2016-131072,11/5/2016,11/5/2016,Same Day,KL-16645,Ken Lonsdale,Consumer,United States,Seattle,Washington,98105,West,"98,352",3,"0,2","35,6526"
CA-2015-131541,7/28/2015,7/28/2015,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712,South,"193,152",18,"0,6","34,6984"
CA-2016-119550,12/26/2016,12/31/2016,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Houston,Texas,77070,Central,"275,058",3,"0,3","-90,3762"
US-2016-138093,12/10/2016,12/16/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,"776,44",23,0,"220,1711"
CA-2017-126165,5/5/2017,5/7/2017,Second Class,AH-10465,Amy Hunt,Consumer,United States,San Francisco,California,94109,West,"71,088",2,"0,2","-1,7772"
CA-2018-126123,10/14/2018,10/18/2018,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623,Central,"40,852",10,"1,6","-66,0118"
CA-2017-143441,11/5/2017,11/5/2017,Same Day,EB-14170,Evan Bailliet,Consumer,United States,Laredo,Texas,78041,Central,"11,84",1,"0,2","4,44"
CA-2018-148320,11/3/2018,11/8/2018,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94109,West,"35,88",6,0,"17,5812"
CA-2017-125661,11/24/2017,11/26/2017,First Class,CA-12055,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,44105,East,"180,712",8,"0,4","-7,4615"
US-2015-123519,12/14/2015,12/21/2015,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302,East,"403,114",3,"0,8","-9,1478"
CA-2015-155593,11/3/2015,11/8/2015,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Fairfield,Connecticut,6824,East,"11,64",3,0,"3,3756"
CA-2018-136000,9/22/2018,9/25/2018,Second Class,SC-20440,Shaun Chance,Corporate,United States,New York City,New York,10009,East,"40,176",3,"0,2","14,5638"
US-2016-160857,5/8/2016,5/15/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,"3384,518",18,"0,3","1082,9507"
CA-2018-115805,7/31/2018,7/31/2018,Same Day,KW-16435,Katrina Willman,Consumer,United States,Chicago,Illinois,60653,Central,"36,792",1,"0,2","4,1391"
US-2015-143707,3/1/2015,3/5/2015,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035,East,"5,94",3,0,"1,6038"
CA-2018-116939,9/25/2018,9/29/2018,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Richmond,Virginia,23223,South,"177,55",5,0,"47,9385"
CA-2016-124107,10/9/2016,10/12/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,"736,473",18,"0,1","152,5158"
CA-2018-126550,3/29/2018,4/2/2018,Second Class,RD-19720,Roger Demir,Consumer,United States,Lafayette,Indiana,47905,Central,"81,4",5,0,"21,164"
CA-2016-138674,11/14/2016,11/17/2016,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,"259,864",12,"0,6","36,8418"
CA-2017-165820,9/26/2017,9/30/2017,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,San Francisco,California,94109,West,"12,96",2,0,"6,2208"
CA-2015-103191,9/22/2015,9/27/2015,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653,Central,"331,536",3,"0,2","-82,884"
CA-2016-103933,9/25/2016,9/27/2016,First Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10011,East,"899,91",9,0,"395,9604"
CA-2016-110548,5/4/2016,5/8/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Houston,Texas,77095,Central,"946,344",7,"0,2","118,293"
CA-2018-117324,12/8/2018,12/13/2018,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,"1816,36",16,0,"419,3294"
CA-2018-143574,6/29/2018,7/2/2018,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,"694,67",14,0,"201,7916"
CA-2015-111773,6/29/2015,7/3/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,"13,92",3,"0,2","4,872"
CA-2015-148614,1/20/2015,1/25/2015,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,"38,66",4,0,"15,0828"
CA-2017-156139,12/31/2017,1/6/2018,Standard Class,BP-11155,Becky Pak,Consumer,United States,San Francisco,California,94109,West,"38,376",3,"0,2","13,4316"
US-2018-147886,3/28/2018,3/31/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,"1435,96",26,"0,2","106,9836"
CA-2017-113733,12/8/2017,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,"334,256",8,"0,6","46,5934"
CA-2018-104913,11/18/2018,11/22/2018,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Long Beach,New York,11561,East,"74,95",5,0,"36,7255"
CA-2015-145800,5/30/2015,6/5/2015,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089,Central,"355,455",3,"0,5","-184,8366"
CA-2017-125850,1/22/2017,1/28/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,92037,West,"65,05",8,0,"31,699"
CA-2017-118514,2/3/2017,2/10/2017,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,40475,South,"866,4",4,0,"225,264"
CA-2016-150749,3/29/2016,4/3/2016,Second Class,AS-10240,Alan Shonely,Consumer,United States,Springfield,Virginia,22153,South,"5,56",2,0,"1,4456"
CA-2015-163748,10/14/2015,10/18/2015,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,"2003,12",9,1,"616,4555"
CA-2016-119634,8/11/2016,8/16/2016,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,27604,South,"46,152",3,"0,2","12,1149"
CA-2016-149300,11/22/2016,11/23/2016,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Hialeah,Florida,33012,South,"32,985",3,"0,5","-1,9791"
US-2017-111528,12/30/2017,12/30/2017,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,"487,704",5,"0,2","127,2978"
CA-2018-158169,8/12/2018,8/15/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630,West,"597,86",7,0,"171,7944"
CA-2016-162047,11/3/2016,11/5/2016,First Class,FH-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561,East,"1448,82",10,"0,1","209,274"
CA-2016-117772,9/10/2016,9/12/2016,Second Class,MC-17575,Matt Collins,Consumer,United States,Seattle,Washington,98103,West,"353,88",6,0,"17,694"
US-2015-126340,11/8/2015,11/14/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Redding,California,96003,West,"333,576",3,"0,2","25,0182"
CA-2017-149685,10/8/2017,10/15/2017,Standard Class,PM-19135,Peter McVee,Home Office,United States,San Antonio,Texas,78207,Central,"60,144",6,"0,2","20,2986"
CA-2018-126396,9/8/2018,9/12/2018,Second Class,AR-10345,Alex Russell,Corporate,United States,Houston,Texas,77070,Central,"85,2",6,"0,2","20,235"
CA-2016-154900,2/25/2016,3/1/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,"25,87",5,0,"11,736"
CA-2016-103835,9/24/2016,9/28/2016,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,"1173,03",7,0,"340,4769"
CA-2016-158939,11/26/2016,12/1/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Springfield,Missouri,65807,Central,"599,99",1,0,"233,9961"
CA-2017-117408,8/31/2017,9/6/2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Waco,Texas,76706,Central,"23,968",2,"0,2","2,3968"
CA-2017-142398,4/12/2017,4/16/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,"651,496",8,"0,4","-27,2916"
CA-2017-105277,12/4/2017,12/8/2017,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,13021,East,"15,528",3,"0,2","5,823"
CA-2017-112060,12/4/2017,12/9/2017,Standard Class,KT-16465,Kean Takahito,Consumer,United States,San Francisco,California,94109,West,"104,85",1,0,"50,328"
CA-2015-105270,11/11/2015,11/18/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,"143,128",4,"0,2","19,1896"
US-2016-159513,4/2/2016,4/9/2016,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,90049,West,"71,976",3,"0,2","24,2919"
CA-2016-155586,12/12/2016,12/16/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,"54,17",9,0,"24,4443"
CA-2018-141117,10/2/2018,10/8/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,"374,618",26,"1,8","-386,2183"
CA-2018-115070,4/10/2018,4/14/2018,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,"16,739",8,"0,9","-1,2453"
CA-2018-140186,9/29/2018,10/2/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,"304,046",13,"0,4","74,0986"
CA-2015-124856,9/29/2015,10/3/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,"1609,32",18,0,"445,9008"
CA-2015-166716,8/20/2015,8/25/2015,Second Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610,Central,"421,372",2,"0,3","-6,0196"
CA-2015-123225,7/11/2015,7/14/2015,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,"586,336",6,"0,4","46,8264"
CA-2016-163440,3/22/2016,3/24/2016,First Class,RD-19900,Ruben Dartt,Consumer,United States,Thousand Oaks,California,91360,West,"15,984",2,"0,2","1,1988"
US-2018-106796,5/12/2018,5/19/2018,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Springfield,Ohio,45503,East,"10,272",3,"0,2","1,1556"
CA-2018-113873,11/13/2018,11/19/2018,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220,Central,"267,7912",7,"0,52","-21,0854"
CA-2017-149783,9/4/2017,9/7/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,37918,South,"131,104",7,"0,6","21,1644"
CA-2017-125017,2/6/2017,2/11/2017,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee,37421,South,"132,224",4,"0,2","-18,1808"
US-2016-163279,3/22/2016,3/26/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037,West,"1685,456",9,"0,2","250,1694"
CA-2016-150196,7/2/2016,7/3/2016,First Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,"19,44",3,0,"9,3312"
US-2016-106495,6/15/2016,6/17/2016,First Class,AC-10450,Amy Cox,Consumer,United States,Tampa,Florida,33614,South,"11,672",1,"0,2","-0,7295"
CA-2015-124730,11/26/2015,11/26/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,"414,63",24,"0,4","139,1934"
CA-2018-117632,5/12/2018,5/18/2018,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,"551,038",12,"0,4","2,634"
CA-2015-115056,5/2/2015,5/2/2015,Same Day,AR-10510,Andrew Roberts,Consumer,United States,Columbus,Ohio,43229,East,"26,136",3,"0,2","1,9602"
CA-2018-161067,9/3/2018,9/6/2018,Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,"697,525",9,"0,2","209,5822"
CA-2017-122063,12/3/2017,12/7/2017,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,47374,Central,"611,94",3,0,"112,8474"
CA-2016-111206,7/18/2016,7/22/2016,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,San Diego,California,92105,West,"519,96",4,0,"176,7864"
CA-2017-142895,7/21/2017,7/26/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027,South,"370,184",8,"0,4","2,0358"
CA-2016-101868,6/9/2016,6/16/2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178,South,"175,32",13,"1,6","-77,9315"
CA-2018-133207,11/27/2018,12/3/2018,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Los Angeles,California,90036,West,"57,568",4,"0,2","5,7568"
CA-2016-132948,3/27/2016,4/3/2016,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Seattle,Washington,98115,West,"83,7",5,0,"3,348"
CA-2016-134992,9/22/2016,9/26/2016,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,"80,38",7,0,"26,5874"
CA-2016-126725,11/17/2016,11/21/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,"1873,606",30,"0,4","175,3879"
CA-2016-121783,11/10/2016,11/14/2016,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,"2165,12",12,0,"644,3432"
US-2015-138835,9/10/2015,9/14/2015,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Virginia Beach,Virginia,23464,South,"9,64",2,0,"4,7236"
CA-2016-112214,8/5/2016,8/11/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,"72,65",16,"1,8","-19,77"
US-2018-153255,9/3/2018,9/7/2018,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Concord,California,94521,West,"239,666",2,"0,15","14,098"
CA-2016-108119,11/1/2016,11/8/2016,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,Conway,Arkansas,72032,South,"301,96",2,0,"45,294"
CA-2016-157434,4/29/2016,5/4/2016,Second Class,JK-15640,Jim Kriz,Home Office,United States,Philadelphia,Pennsylvania,19120,East,"7,968",2,"0,2","2,8884"
CA-2017-101525,5/1/2017,5/4/2017,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209,South,"140,52",7,0,"67,5444"
US-2015-117968,8/5/2015,8/7/2015,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450,East,"1217,38",10,0,"318,929"
CA-2017-158211,1/4/2017,1/8/2017,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,19143,East,"109,252",7,"0,9","-79,594"
CA-2017-152247,11/7/2017,11/12/2017,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Cheyenne,Wyoming,82001,West,"1603,136",4,"0,2","100,196"
CA-2017-128223,6/14/2017,6/14/2017,Same Day,EB-13705,Ed Braxton,Corporate,United States,Anaheim,California,92804,West,"1293,488",7,"0,2","80,843"
CA-2017-154235,9/24/2017,9/28/2017,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Bloomington,Indiana,47401,Central,"127,95",3,0,"21,7515"
CA-2018-129910,3/30/2018,4/3/2018,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,"59,76",1,0,"16,7328"
CA-2018-133095,6/4/2018,6/4/2018,Same Day,EH-14005,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,72401,South,"117,62",10,0,"58,4284"
CA-2016-130554,4/7/2016,4/9/2016,First Class,FM-14290,Frank Merwin,Home Office,United States,Philadelphia,Pennsylvania,19140,East,"11,736",3,"0,2","1,0269"
CA-2015-152443,5/21/2015,5/26/2015,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,"711,68",16,0,"297,0884"
CA-2017-133319,9/5/2017,9/11/2017,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,New York City,New York,10011,East,"192,16",4,0,"92,2368"
CA-2017-133935,9/18/2017,9/22/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,"2056,006",20,"0,4","131,242"
CA-2017-136301,3/13/2017,3/15/2017,Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,94109,West,"4940,87",5,0,"203,8564"
US-2015-109456,10/16/2015,10/17/2015,Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,West,"194,322",6,"0,2","91,4088"
CA-2018-151596,10/8/2018,10/11/2018,First Class,BP-11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,2920,East,"42,76",1,0,"11,1176"
CA-2016-147879,5/7/2016,5/12/2016,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Owensboro,Kentucky,42301,South,"45,68",2,0,"21,0128"
CA-2017-166625,4/14/2017,4/17/2017,First Class,JM-15580,Jill Matthias,Consumer,United States,Baltimore,Maryland,21215,East,"25,06",2,0,"11,7782"
CA-2017-146157,11/21/2017,11/26/2017,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610,Central,"141,576",6,"0,6","17,1082"
CA-2018-159954,9/10/2018,9/14/2018,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Atlanta,Georgia,30318,South,"2,78",1,0,"1,3622"
CA-2018-100825,9/9/2018,9/14/2018,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Los Angeles,California,90036,West,"99,87",3,0,"23,9688"
CA-2015-168305,11/1/2015,11/8/2015,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,"65,8",8,0,"31,83"
CA-2017-167682,4/3/2017,4/9/2017,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,47374,Central,"331,08",8,0,"146,828"
